Time (s),Channel 1 (V)
0.0004554166666666665,0.5507971284088204
0.0004579166666666655,0.5537717414014904
0.0004604166666666663,0.5560853292846805
0.0004629166666666653,0.5583989171678683
0.0004654166666666661,0.562034555270023
0.0004679166666666668,0.5646786557079536
0.0004704166666666659,0.566000705926918
0.0004729166666666666,0.568644806364848
0.0004754166666666657,0.5716194193575193
0.0004779166666666664,0.5742635197954493
0.0004804166666666655,0.5772381327881192
0.0004829166666666662,0.5802127457807917
0.000485416666666667,0.5818653085544989
0.000487916666666666,0.5838483838829456
0.0004904166666666668,0.5864924843208769
0.0004929166666666658,0.5894670973135469
0.0004954166666666666,0.5921111977514768
0.0004979166666666656,0.5944247856346656
0.0005004166666666664,0.5973993986273368
0.0005029166666666654,0.6000434990652656
0.0005054166666666662,0.6016960618389731
0.0005079166666666669,0.6040096497221631
0.000510416666666666,0.6066537501600918
0.0005129166666666667,0.6092978505980231
0.0005154166666666658,0.6119419510359518
0.0005179166666666665,0.6145860514738819
0.0005204166666666656,0.6162386142475873
0.0005229166666666663,0.6188827146855181
0.0005254166666666654,0.6211963025687058
0.0005279166666666661,0.6241709155613782
0.0005304166666666669,0.6258234783350857
0.0005329166666666659,0.6287980913277557
0.0005354166666666667,0.6311116792109444
0.0005379166666666657,0.6327642419846506
0.0005404166666666665,0.6354083424225806
0.0005429166666666655,0.6377219303057684
0.0005454166666666663,0.6403660307436994
0.0005479166666666653,0.6433406437363693
0.0005504166666666661,0.6456542316195594
0.0005529166666666668,0.6469762818385256
0.0005554166666666659,0.6496203822764545
0.0005579166666666666,0.6519339701596432
0.0005604166666666657,0.654247558042832
0.0005629166666666664,0.6565611459260207
0.0005654166666666655,0.6588747338092085
0.0005679166666666662,0.6615188342471394
0.000570416666666667,0.6631713970208469
0.000572916666666666,0.6658154974587757
0.0005754166666666668,0.667137547677742
0.0005779166666666658,0.6701121606704119
0.0005804166666666666,0.6720952359988595
0.0005829166666666656,0.6744088238820483
0.0005854166666666664,0.6770529243199782
0.0005879166666666654,0.6783749745389427
0.0005904166666666662,0.6810190749768732
0.0005929166666666669,0.6836631754148041
0.000595416666666666,0.6856462507432507
0.0005979166666666667,0.6879598386264407
0.0006004166666666658,0.6906039390643695
0.0006029166666666665,0.6915954767285932
0.0006054166666666656,0.693909064611781
0.0006079166666666663,0.696553165049712
0.0006104166666666654,0.6985362403781586
0.0006129166666666661,0.7008498282613482
0.0006154166666666669,0.7028329035897968
0.0006179166666666659,0.7051464914729845
0.0006204166666666667,0.7067990542466908
0.0006229166666666657,0.7087821295751383
0.0006254166666666665,0.7107652049035857
0.0006279166666666655,0.7134093053415146
0.0006304166666666663,0.7157228932247045
0.0006329166666666653,0.71737545599841
0.0006354166666666661,0.7196890438815995
0.0006379166666666668,0.7213416066553067
0.0006404166666666659,0.7233246819837533
0.0006429166666666666,0.725638269866942
0.0006454166666666657,0.7269603200859071
0.0006479166666666664,0.729604420523837
0.0006504166666666655,0.7315874958522837
0.0006529166666666662,0.7329095460712496
0.000655416666666667,0.7352231339544391
0.000657916666666666,0.7368756967281446
0.0006604166666666668,0.7395197971660754
0.0006629166666666658,0.7415028724945221
0.0006654166666666666,0.7438164603777109
0.0006679166666666656,0.7457995357061583
0.0006704166666666664,0.7467910733703821
0.0006729166666666654,0.7487741486988287
0.0006754166666666662,0.7510877365820183
0.0006779166666666669,0.7530708119104668
0.000680416666666666,0.7550538872389133
0.0006829166666666667,0.7567064500126205
0.0006854166666666658,0.7586895253410672
0.0006879166666666665,0.7600115755600321
0.0006904166666666656,0.7623251634432209
0.0006929166666666663,0.7636472136621859
0.0006954166666666654,0.7659608015453736
0.0006979166666666661,0.7682743894285634
0.0007004166666666669,0.7692659270927878
0.0007029166666666659,0.7709184898664934
0.0007054166666666667,0.7732320777496822
0.0007079166666666657,0.7755456656328709
0.0007104166666666665,0.7771982284065772
0.0007129166666666655,0.7795118162897648
0.0007154166666666663,0.7805033539539896
0.0007179166666666653,0.7824864292824363
0.0007204166666666661,0.7841389920561433
0.0007229166666666668,0.7857915548298502
0.0007254166666666659,0.7871136050488147
0.0007279166666666666,0.7894271929320034
0.0007304166666666657,0.7910797557057097
0.0007329166666666664,0.7927323184794159
0.0007354166666666655,0.7943848812531213
0.0007379166666666662,0.7960374440268284
0.000740416666666667,0.7976900068005355
0.000742916666666666,0.7993425695742409
0.0007454166666666668,0.8009951323479479
0.0007479166666666658,0.8026476951216535
0.0007504166666666666,0.8036392327858772
0.0007529166666666656,0.8056223081143247
0.0007554166666666664,0.8079358959975135
0.0007579166666666654,0.8095884587712189
0.0007604166666666662,0.8109105089901847
0.000762916666666667,0.8125630717638918
0.000765416666666666,0.8142156345375972
0.0007679166666666667,0.8152071722018215
0.0007704166666666658,0.816529222420786
0.0007729166666666665,0.817851272639751
0.0007754166666666656,0.8198343479681984
0.0007779166666666663,0.8221479358513872
0.0007804166666666654,0.8231394735156106
0.0007829166666666661,0.8251225488440584
0.0007854166666666669,0.8261140865082828
0.0007879166666666659,0.8274361367272473
0.0007904166666666667,0.8287581869462123
0.0007929166666666657,0.8307412622746597
0.0007954166666666665,0.8327243376031073
0.0007979166666666655,0.8340463878220716
0.0008004166666666663,0.835037925486296
0.0008029166666666653,0.8370210008147426
0.0008054166666666661,0.8383430510337085
0.0008079166666666669,0.839334588697933
0.0008104166666666659,0.8409871514716385
0.0008129166666666666,0.8419786891358623
0.0008154166666666657,0.8436312519095686
0.0008179166666666664,0.8449533021285335
0.0008204166666666655,0.8459448397927568
0.0008229166666666662,0.8479279151212048
0.0008254166666666653,0.8495804778949102
0.000827916666666666,0.8505720155591348
0.0008304166666666668,0.8515635532233593
0.0008329166666666658,0.8532161159970648
0.0008354166666666666,0.8542076536612885
0.0008379166666666656,0.8551991913255123
0.0008404166666666664,0.8565212415444773
0.0008429166666666654,0.8578432917634418
0.0008454166666666662,0.8591653419824072
0.000847916666666667,0.8604873922013728
0.000850416666666666,0.8618094424203373
0.0008529166666666668,0.8628009800845616
0.0008554166666666658,0.864123030303526
0.0008579166666666665,0.865445080522491
0.0008604166666666656,0.8670976432961973
0.0008629166666666663,0.8677586684056798
0.0008654166666666654,0.8687502060699031
0.0008679166666666661,0.8697417437341273
0.0008704166666666669,0.8717248190625752
0.0008729166666666659,0.8723858441720573
0.0008754166666666667,0.8737078943910228
0.0008779166666666657,0.8750299446099873
0.0008804166666666665,0.8763519948289523
0.0008829166666666655,0.8770130199384345
0.0008854166666666663,0.8776740450479174
0.0008879166666666653,0.8789960952668817
0.0008904166666666661,0.879987632931106
0.0008929166666666669,0.8813096831500716
0.0008954166666666659,0.8826317333690361
0.0008979166666666667,0.8836232710332598
0.0009004166666666657,0.8849453212522248
0.0009029166666666665,0.8849453212522248
0.0009054166666666655,0.8865978840259303
0.0009079166666666662,0.8872589091354136
0.0009104166666666653,0.8882504467996369
0.000912916666666666,0.8895724970186023
0.0009154166666666668,0.8912250597923087
0.0009179166666666658,0.8915555723470499
0.0009204166666666666,0.8922165974565324
0.0009229166666666656,0.8935386476754974
0.0009254166666666664,0.8941996727849798
0.0009279166666666654,0.894860697894462
0.0009304166666666662,0.8961827481134274
0.000932916666666667,0.89684377322291
0.000935416666666666,0.8971742857776511
0.0009379166666666668,0.8984963359966166
0.0009404166666666658,0.8994878736608398
0.0009429166666666666,0.9001488987703223
0.0009454166666666656,0.9011404364345461
0.0009479166666666664,0.9021319740987699
0.0009504166666666654,0.9027929992082521
0.0009529166666666661,0.9031235117629937
0.0009554166666666669,0.9037845368724764
0.0009579166666666659,0.9044455619819586
0.0009604166666666667,0.9057676122009239
0.0009629166666666657,0.9064286373104061
0.0009654166666666665,0.9074201749746299
0.0009679166666666655,0.907750687529371
0.0009704166666666663,0.9087422251935948
0.0009729166666666653,0.909072737748336
0.0009754166666666661,0.9100642754125599
0.0009779166666666669,0.9110558130767841
0.0009804166666666659,0.9120473507410074
0.0009829166666666667,0.9117168381862661
0.0009854166666666657,0.9127083758504899
0.0009879166666666665,0.9136999135147136
0.0009904166666666655,0.9140304260694547
0.0009929166666666663,0.9150219637336786
0.0009954166666666653,0.9153524762884198
0.000997916666666666,0.9166745265073849
0.001000416666666667,0.916344013952644
0.001002916666666666,0.9170050390621262
0.001005416666666667,0.9176660641716087
0.001007916666666666,0.9186576018358323
0.001010416666666666,0.9186576018358323
0.001012916666666665,0.9196491395000557
0.001015416666666666,0.9203101646095386
0.001017916666666667,0.9206406771642799
0.001020416666666666,0.9206406771642799
0.001022916666666667,0.9213017022737625
0.001025416666666666,0.9216322148285037
0.001027916666666667,0.9222932399379862
0.001030416666666666,0.9232847776022099
0.001032916666666666,0.9236152901569511
0.001035416666666665,0.9236152901569511
0.001037916666666666,0.9242763152664336
0.001040416666666667,0.9239458027116927
0.001042916666666666,0.9246068278211749
0.001045416666666667,0.9259288780401398
0.001047916666666666,0.9255983654853986
0.001050416666666667,0.9255983654853986
0.001052916666666666,0.926589903149622
0.001055416666666666,0.9269204157043637
0.001057916666666665,0.9269204157043637
0.001060416666666666,0.9275814408138462
0.001062916666666667,0.9282424659233287
0.001065416666666666,0.9282424659233287
0.001067916666666667,0.9289034910328111
0.001070416666666666,0.9285729784780699
0.001072916666666666,0.9282424659233287
0.001075416666666665,0.9292340035875519
0.001077916666666666,0.9295645161422936
0.001080416666666665,0.9298950286970348
0.001082916666666666,0.9298950286970349
0.001085416666666667,0.9302255412517765
0.001087916666666666,0.9308865663612587
0.001090416666666667,0.9305560538065174
0.001092916666666666,0.9305560538065174
0.001095416666666666,0.9308865663612587
0.001097916666666665,0.9315475914707408
0.001100416666666666,0.9305560538065174
0.001102916666666667,0.9318781040254825
0.001105416666666666,0.9322086165802237
0.001107916666666667,0.9322086165802237
0.001110416666666666,0.9322086165802237
0.001112916666666667,0.9322086165802237
0.001115416666666666,0.932539129134965
0.001117916666666666,0.9318781040254824
0.001120416666666665,0.9315475914707413
0.001122916666666666,0.9322086165802237
0.001125416666666667,0.9322086165802238
0.001127916666666666,0.932539129134965
0.001130416666666667,0.9325391291349651
0.001132916666666666,0.9328696416897062
0.001135416666666667,0.9322086165802237
0.001137916666666666,0.9322086165802237
0.001140416666666666,0.9318781040254824
0.001142916666666665,0.9325391291349646
0.001145416666666666,0.932539129134965
0.001147916666666667,0.9325391291349648
0.001150416666666666,0.9322086165802237
0.001152916666666667,0.9318781040254824
0.001155416666666666,0.9318781040254824
0.001157916666666666,0.9318781040254824
0.001160416666666666,0.9312170789160003
0.001162916666666666,0.9312170789159999
0.001165416666666665,0.9318781040254821
0.001167916666666666,0.9312170789159999
0.001170416666666667,0.9315475914707411
0.001172916666666666,0.9312170789159999
0.001175416666666667,0.9305560538065174
0.001177916666666666,0.9305560538065174
0.001180416666666666,0.9305560538065174
0.001182916666666665,0.9298950286970352
0.001185416666666666,0.9298950286970349
0.001187916666666667,0.929234003587552
0.001190416666666666,0.9285729784780699
0.001192916666666667,0.9292340035875524
0.001195416666666666,0.9292340035875524
0.001197916666666667,0.9285729784780699
0.001200416666666666,0.9279119533685874
0.001202916666666666,0.9275814408138462
0.001205416666666665,0.9275814408138462
0.001207916666666666,0.9272509282591049
0.001210416666666667,0.9272509282591046
0.001212916666666666,0.9265899031496224
0.001215416666666667,0.9265899031496221
0.001217916666666666,0.9259288780401399
0.001220416666666667,0.9252678529306574
0.001222916666666666,0.9252678529306574
0.001225416666666666,0.9249373403759161
0.001227916666666665,0.9242763152664339
0.001230416666666666,0.9246068278211749
0.001232916666666667,0.9239458027116918
0.001235416666666666,0.9226237524927274
0.001237916666666667,0.9226237524927274
0.001240416666666666,0.9216322148285037
0.001242916666666666,0.9219627273832449
0.001245416666666666,0.9216322148285038
0.001247916666666666,0.9213017022737624
0.001250416666666665,0.9203101646095391
0.001252916666666666,0.9196491395000561
0.001255416666666667,0.9189881143905735
0.001257916666666666,0.9186576018358323
0.001260416666666667,0.9186576018358323
0.001262916666666666,0.9176660641716087
0.001265416666666666,0.9173355516168674
0.001267916666666665,0.9163440139526441
0.001270416666666666,0.9153524762884199
0.001272916666666667,0.9153524762884195
0.001275416666666666,0.9146914511789374
0.001277916666666667,0.9130388884052313
0.001280416666666666,0.9133694009599724
0.001282916666666667,0.9123778632957487
0.001285416666666666,0.9113863256315249
0.001287916666666666,0.9117168381862661
0.001290416666666665,0.9107253005220428
0.001292916666666666,0.9094032503030773
0.001295416666666667,0.9090727377483357
0.001297916666666666,0.9084117126388537
0.001300416666666667,0.9077506875293708
0.001302916666666666,0.9070896624198886
0.001305416666666667,0.9064286373104061
0.001307916666666666,0.9051065870914417
0.001310416666666666,0.9044455619819586
0.001312916666666665,0.9041150494272174
0.001315416666666666,0.9031235117629937
0.001317916666666667,0.9024624866535106
0.001320416666666666,0.9011404364345461
0.001322916666666667,0.9004794113250636
0.001325416666666666,0.9001488987703223
0.001327916666666666,0.8988268485513573
0.001330416666666666,0.8988268485513573
0.001332916666666666,0.8971742857776511
0.001335416666666665,0.8961827481134278
0.001337916666666666,0.8951912104492036
0.001340416666666667,0.8941996727849795
0.001342916666666666,0.8935386476754974
0.001345416666666667,0.8928776225660149
0.001347916666666666,0.8918860849017911
0.001350416666666666,0.8915555723470499
0.001352916666666665,0.8899030095733443
0.001355416666666666,0.8889114719091198
0.001357916666666667,0.8882504467996368
0.001360416666666666,0.8869283965806724
0.001362916666666667,0.8862673714711895
0.001365416666666666,0.8856063463617073
0.001367916666666667,0.8842842961427423
0.001370416666666666,0.8832927584785186
0.001372916666666666,0.8816401957048123
0.001375416666666665,0.880648658040589
0.001377916666666666,0.8796571203763648
0.001380416666666667,0.8789960952668818
0.001382916666666666,0.8780045576026586
0.001385416666666667,0.8766825073836932
0.001387916666666666,0.8760214822742111
0.001390416666666667,0.874699432055246
0.001392916666666666,0.8733773818362811
0.001395416666666666,0.8720553316173161
0.001397916666666665,0.8710637939530927
0.001400416666666666,0.8697417437341273
0.001402916666666667,0.8687502060699029
0.001405416666666666,0.8674281558509386
0.001407916666666667,0.8664366181867148
0.001410416666666666,0.8647840554130085
0.001412916666666666,0.8644535428582673
0.001415416666666666,0.8631314926393029
0.001417916666666666,0.861478929865596
0.001420416666666665,0.8601568796466316
0.001422916666666666,0.858834829427666
0.001425416666666667,0.8578432917634415
0.001427916666666666,0.856190728989736
0.001430416666666667,0.8555297038802535
0.001432916666666666,0.8535466285518061
0.001435416666666666,0.852224578332841
0.001437916666666665,0.8509025281138766
0.001440416666666666,0.8489194527854285
0.001442916666666667,0.8482584276759457
0.001445416666666666,0.8475974025664635
0.001447916666666667,0.8456143272380154
0.001450416666666666,0.844292277019051
0.001452916666666667,0.842970226800086
0.001455416666666666,0.841648176581121
0.001457916666666666,0.8396651012526735
0.001460416666666665,0.8383430510337091
0.001462916666666666,0.8380125384789673
0.001465416666666667,0.8360294631505192
0.001467916666666666,0.8347074129315547
0.001470416666666667,0.8327243376031065
0.001472916666666666,0.831071774829401
0.001475416666666667,0.8294192120556947
0.001477916666666666,0.8277666492819885
0.001480416666666666,0.827105624172506
0.001482916666666665,0.8254530613988005
0.001485416666666666,0.8238004986250935
0.001487916666666667,0.8214869107419043
0.001490416666666666,0.8204953730776809
0.001492916666666667,0.8188428103039748
0.001495416666666666,0.8175207600850097
0.001497916666666666,0.816529222420786
0.001500416666666666,0.8145461470923393
0.001502916666666666,0.8128935843186322
0.001505416666666665,0.8115715340996678
0.001507916666666666,0.8095884587712197
0.001510416666666667,0.8082664085522542
0.001512916666666666,0.8069443583332897
0.001515416666666667,0.8049612830048422
0.001517916666666666,0.803308720231136
0.001520416666666666,0.8013256449026884
0.001522916666666665,0.800003594683724
0.001525416666666666,0.7983510319100172
0.001527916666666665,0.7973594942457939
0.001530416666666666,0.7953764189173459
0.001532916666666667,0.7933933435888977
0.001535416666666666,0.7917407808151922
0.001537916666666667,0.7900882180414859
0.001540416666666666,0.7884356552677797
0.001542916666666666,0.7867830924940734
0.001545416666666665,0.7848000171656268
0.001547916666666666,0.7834779669466609
0.001550416666666667,0.7818254041729538
0.001552916666666666,0.7798423288445071
0.001555416666666667,0.7778592535160588
0.001557916666666666,0.7758761781876121
0.001560416666666667,0.7742236154139058
0.001562916666666666,0.7732320777496822
0.001565416666666666,0.7709184898664934
0.001567916666666665,0.7689354145380468
0.001570416666666666,0.7666218266548571
0.001572916666666667,0.7649692638811499
0.001575416666666666,0.7629861885527034
0.001577916666666667,0.7616641383337384
0.001580416666666666,0.7600115755600321
0.001582916666666666,0.7576979876768434
0.001585416666666666,0.7557149123483967
0.001587916666666666,0.7540623495746896
0.001590416666666665,0.7517487616915018
0.001592916666666666,0.7500961989177946
0.001595416666666667,0.7487741486988287
0.001597916666666666,0.7467910733703821
0.001600416666666667,0.7448079980419345
0.001602916666666666,0.7421638976040046
0.001605416666666666,0.7408418473850396
